Date,User,Tweet
2023-01-13 18:23:51+00:00,IvanSto60197253,"@inanna1814 @OstapBenderDort I boginje se nikad nece iskoreniti,bez obzira na vakcinaciju(ne postoji vakcina koja stiti100%)svake godine ima zarista m.boginja po vrticima i skolama,vise ili manje 50 godina bez velikih razlika...
Sto se ljudi loze na paniku,cudo jedno!!!"
2023-01-13 15:50:11+00:00,ydoyccvmdk3b2,@aleksandarsubi Evo procitao. Moj komentar se odnosi na tabelu gde je napisana i austrija kao neobavezna vakcinacija dece. Veruj da ih ne vakcinisu samo u stomaku majke a cim se ispili odmah udaraju. Nema ni teoretske sanse izbeci ni MMR. Na zalost je tako.
2023-01-13 15:21:48+00:00,gistronaut_,@paja_kiflica pa šta znam kažu da su zahvaljujući vakcinaciji male i velike boginje potpuno iskorenjene pa da ne bodem decu badava brate
2023-01-13 14:37:47+00:00,bilo_jednom_,"Ja ne znam zasto ljudi s ponosom isticu da im deca nisu primila vakcine iz redovne vakcinacije, pritom su svi oni vakcinisani tim istim vakcinama. Nisi nista posebna sreco ako ti dete nije primilo mmr, cuti i smrdi"
2023-01-13 14:09:57+00:00,Tvzonaplus,"MALE BOGINJE SU PONOVO TU – ZAŠTO RODITELJI ODLAŽU VAKCINACIJU? - https://t.co/hN7QBfkKoG - Šestoro dece je zaraženo malim boginjama, a najmlađi pacijent ima sedam meseci, naveo je državni sekretar Miroslav Đerlek gostujući na TV Prva. Pretpostavlja da ovo nije konačan broj za... https://t.co/WQNbwr6YoF"
2023-01-13 13:09:20+00:00,nebojsa1411,"Crna Gora je, prema podacima iz Instituta za javno zdravlje, najgore pozicionirana u svijetu kada je riječ o vakcinaciji MMR vakcinom! https://t.co/28mrhsdmxK"
2023-01-13 13:00:28+00:00,dondojovo,"Super je što @Bojana_Jok apeluje na vakcinaciju MMR vakcinom. 

Propuštih li što vis a vis Matije Milačića, osim onog ni tamo ni ovamo saopštenja PROGRES-a? 

@JovanUlicevic mi je bio baš onako konkretan, sa saopštenjem. 🤷‍♂️"
2023-01-13 12:55:38+00:00,Tviterjesranj3,@AlbaGreaca @tupavatrepavica @neznasgospodju Zato što su vax nacisti poremećeni ljudi. Oni žele da normalne ljude strpaju u logore. Ja sam kao i svako dete u mom okruženju preležao boginje bez ikakvih problema. Prirodna imunizacija je najbolja imunizacija. Sada ima sve više lekova i apoteka a sve više bolesnih ljudi...
2023-01-13 12:25:08+00:00,Portal_Standard,"Komisija za zdravstvo @DPSCrneGore-a: Koordinacioni tim da izvijesti o učincima i obuhvatu MMR vakcinacijom
#politikacg
https://t.co/w5Il7tJXv6"
2023-01-13 12:19:43+00:00,PVInformer,"EPIDEMIJA NA VRATIMA, NE ODLAGATI VAKCINACIJU : Male boginje najopasnije za djecu mlađu od pet godina https://t.co/69UlYxRChJ"
2023-01-13 12:18:17+00:00,VOLIMPODGORICU,"DPS: Crna Gora najgore pozicionirana u svijetu kada je riječ o vakcinaciji MMR vakcinom, u riziku od malih boginja i do 20.000 djece - https://t.co/HUCnioEDBV https://t.co/ki317wbOas"
2023-01-13 12:04:49+00:00,PortalAnalitika,"""Crna Gora najgore pozicionirana u svijetu kada je riječ o vakcinaciji MMR vakcinom""
https://t.co/sAdqmFmNd6 - Portal Analitika"
2023-01-13 11:53:34+00:00,Insajder_net,"Direktorka RFZO, Sanja Radojević Škodrić, ocenila je zabrinjavajućom i alarmantnom ponovnu pojavu malih boginja na teritoriji Srbije i podsetila da MMR vakcina protiv malih boginja, zaušaka i rubeole spada u obaveznu imunizaciju. https://t.co/9w7ZbMf2bv"
2023-01-13 11:39:52+00:00,marija_leskovac,"@N1infoBG Ma jel moguće. A na vakcinaciju vakcinama MMR, BCG i protiv kovida nije pozvala...??"
2023-01-13 11:23:54+00:00,SvojaSenka,"@veceivan Ne razumeš. Roditelji verovatno nisu vakcinisani, jer je u karton imunizacije MMR ušao tek pre 30-ak godina. Dakle, ni ti nisi vakcinisan (a živ si!) A BSŽ su sva deca dobila u bolnici i opet su se razbolela. Mediji su zlo čak i za vas koji radite na njima..."
2023-01-13 11:09:24+00:00,PortalAnalitika,"„MMR vakcina predviđena je obaveznim kalendarom imunizacije, a štiti od tri zarazne bolesti - malih boginja, rubeole i zauški“

https://t.co/nYIEJaD5eb - Portal Analitika"
2023-01-13 09:52:01+00:00,VZarkovacki,Nismo zato što ta vakcina  očigledno ne radi.  vakcine protiv tuberkuloze  su u kartonu obavezne vakcinacije i svi smo ih primili i primamo poslednjih 80 godina. Male Boginje smo svi preležali u osnovnoj školi nije nikakva drama jer stičeš imunitet tako da ta vakcina ne treba
2023-01-13 09:51:36+00:00,VZarkovacki,@adzo83 Nismo zato što ta vakcina  očigledno ne radi.  vakcine protiv tuberkuloze  su u kartonu obavezne vakcinacije i svi smo ih primili i primamo poslednjih 80 godina. Male Boginje smo svi preležali u osnovnoj školi nije nikakva drama jer stičeš imunitet tako da ta vakcina ne treba
2023-01-13 09:22:36+00:00,Misanthropist85,"Tuberkuloza, male bogine..
Bolesti koje su smatrane prakticno iskorenjenim....u civilizovanom svetu.
Primitivan narod u Srbiji izbegavanjem vakcinacije svrstava Srbiju u zemlje ne treceg vec van sveta
Ako imamo u vidu da se boginje sire ko šumski pozar, mozemo ocekivati pizdariju"
2023-01-13 08:41:55+00:00,MarioM8T,"@KukurikuKokoda @pivosok To je činjenica. Najupečatljiviji primer je mmr vakcina u Japanu. Parafraziram, od vakcine umrlo 11 dece, prekinuli vakcinaciju, umrlo 211 dece od bolesti od kojih mmr štiti za isti period. To je tako."
2023-01-13 08:29:00+00:00,Spok3Spok,"@sasapokimica @VladoGeorgiev @CenzurisanoL Debilu, mislio sam prvenstveno na male boginje, ali i na tuberkulozu koju u Srbiji retko ko dobije, a skoro nikada u opsegu epidemije.
Mnoge vakcine nisu obavezne jer je postotak imunizacije zadovoljavajuć i roditelji ne podležu lažima antivaksera što nije slučaj u Srbiji"
2023-01-13 07:52:35+00:00,rtbudva,"Institut za javno zdravlje pozvao je roditelje da vakcinišu djecu MMR vakcinom, navodeći da je učinak manje pokrivenosti vakcinacijom Crnu Goru doveo pred izbijanje epidemije malih boginja. https://t.co/eVj2rf91Ub"
2023-01-13 05:06:27+00:00,BiljanaSupljeg3,"@JelenaOPavlovic Kada govorimo o vakcinaciji dece, pitam se ko je tako pametan.da propagira MMR vakcinu kao negativni i da je ne treba davati maloj deci. Oni koji to rade su jos.kao deca primili pomenutu vakcinu,  i sta sada hoce......???..da unistavaju podmladak u Srbiji...."
2023-01-13 03:28:57+00:00,AquaTatyana,"@MilaStajevic @cboris1978 A koliko sam shvatila nisi sva deca vakcinisana sa MMR. Neki ""moderni"" roditelji misle da se tako ""dobija"" autizam.
Varivax (Merck) / Varilix (GSK) mislim da nikad i nije bio u našem kalendaru vakcinacija, ali sigurno može da se nadje i da detetu, pa opet ne rade ni to. Na žalost"
2023-01-12 22:06:57+00:00,3aad359b7b64428,"@psychomotorist Postovano dr.Begic! Moj sin ima 3,5 godina i razvojnu disfaziju, jos uvijek nije verbalan, nije primio mmr iako nismo protivnici vakcina jer su nas savjetovali da odlozimo vakcinaciju. Sta predlazete u ovom slucaju? Hvala"
2023-01-12 21:42:53+00:00,SeleMala,"@stosicn @adzo83 Za male boginje nakon navršene 1 godine. U svakom slučaju mislim da ne moze dete ni u vrtić ni u školu bez izvršene imunizacije, tako da tvitujuci ovakve stvari neki ljudi pokazuju koliko su glupi i neinformisani."
2023-01-12 19:45:14+00:00,malazlaplava,@MicileDinic @klasicnadevojka @ROLERSproject MMR je po kalendaru vakcinacije od 13-15 meseca
2023-01-12 18:53:37+00:00,SladjaVujacic,"U Srbiji potvrdjeni prvi slučajevi malih boginja ❗️

Obuhvat MMR vakcinacijom u CG je sa 90% (do 2013. godine) pao na svega 20% (2020-2022. godine) ❗️ *podaci IJZ 

Sada je kasno za priču kako se do ovoga došlo. Suština je u brzoj reakciji, ako je moguća ❗️ 

Vakcinišite djecu ❗️ https://t.co/xjf9zHa8JS"
2023-01-12 18:43:13+00:00,jelenasotirovic,"@memoir_woman @tanja_henry MMR nije opcija. To je obavezna vakcina. Ali mi nije jasno kako je došlo do toga da je moguće odbiti vakcinaciju, sem ukoliko dete nije bolesno, pa dodje za nedelju dana. I kako tu funkcioniše sistem odgovornosti, koja je tu obaveza pedijatra, vrtića, pa na dalje."
2023-01-12 16:13:50+00:00,ONovum,"@SutanovacDragan Za morbile je jasno, nije postignut dovoljan postotak imunizacije i vjerovatno distribucija vakcinisanih nije ravnomerna... Tuberkuloza je nešto sasvim drugo,  BSG nije tako efikasna vakcina kao MMR , uostalom to su i različite vakcine i totalno različite bolesti. Tuberkuloza ⬇️"
2023-01-12 15:04:00+00:00,Innana76,"@ITkutak Na žalost, čitam danas. Moderni roditelji koji više veruju društvenim mrežama nego nauci i lekarima. Nezvanična statistika o stopi MMR vakcinacije iz 2022 je poražavajuća. Ne znam da li si video ovo: https://t.co/EJRuh6VXXJ"
2023-01-12 14:33:31+00:00,Dr0g0M0j0,"Vakcinacija MMR vakcinom moje ćerke jeste bila odlagana jer je u ranom detinjstvu bila sumnja na alergiju na jaja pa su u DZ odbili da je vakcinišu, a posle boginja godinama je tokom cele godine imala bronhitis i inhalacije pa je lekar odlagao. Čim je mogla primila je vakcinu."
2023-01-12 13:19:02+00:00,stanestane,"@VMedjak Generalno posle pizdarije s korona vakcinama, stepen vakcinacije protiv svega ostalog je pao drastično svuda u svetu. Male boginje su u Srbiju nisu pale s marsa."
2023-01-12 11:07:02+00:00,gocic_rade,@SutanovacDragan Amerikanci nisu vakcinisali narod protiv tuberkiloze epidemija prestala u isto vreme kao u evropi.klasične vakcine DA a MMR ne.previše je obolele dece od autizma posle vakcinacije
2023-01-12 10:53:55+00:00,bbcnasrpskom,"U priči #IzBBCarhive podsetite se kakve posledice male boginje mogu da izazovu i zašto je bitna vakcinacija  👇

https://t.co/HTA68rxspc https://t.co/gweYXlhWkP"
2023-01-12 10:44:25+00:00,NaimLeoBesiri,"Na području Smedereva kod troje dece uzrasta do godinu i po i kod jedne odrasle osobe (47) potvrđene su male boginje, rekla je danas direktorka nacionalnog instituta za javno zdravlje Batut Verica Jovanović.

Ponovo je apelovala na neophodnost vakcinacije protiv malih boginja."
2023-01-07 10:27:15+00:00,Spok3Spok,"@Kreuzberg1882 @Jovana1244 @ZIU_nine @profdrmzaric Na RTS-u možda nije, mada ću pretražiti u arhivi, ali zato imamo snimke njenih konferencija za štampu gde truje protiv MMR vakcine, citiram ""ogroman broj dece sa autizmom posle vakcinacije"".
Taj snimak su puštali po nacionalističkim sajtovima koji posećuje solidan broj ljudi"
2023-01-06 11:00:45+00:00,RadovanStojano3,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/xribhijbp3 preko @NedeljnikVreme
2023-01-05 15:12:15+00:00,initiallyme2,"@goranj16 @INFORATNIKSRB @corto_maltese76 Sećate se da je Japan na 12 godina prekinuo vakcinaciju MMR. Vratili su ponovo, jer se smrtnost od morbila povećala, a takođe se povećao autizam. Tako da, ima i drugačijih istraživanja, samo se ne sme zaustaviti na Japan je ukinuo MMR."
2023-01-05 12:13:46+00:00,autonomijandnv,"Kada je u Japanu bila ukinuta #MMR vakcinacija, rezultat je bio: 2.000 smrti dece zbog morbila, oko 4.000 je imalo teške komplikacije, a broj slučajeva autizma se udvostručio #srbija https://t.co/hhqce7upvf"
2023-01-05 11:18:49+00:00,natasavb,"""Autizam je odbačen kao komplikacija koju mogu da izazovu vakcine. To je naučno dokazano, pa ipak i dalje se šire neproverene glasine. Japanci su upravo zbog toga na 12 godina obustavili imunizaciju MMR vakcinom. Posledica je bila: 2.000 smrti dece zbog morbila,"
2023-01-05 08:58:30+00:00,OnlineDanas,"Infektolog Delić: Za nizak obuhvat vakcinacije MMR vakcinom krive i društvene mreže i lekari 
https://t.co/mepO4NvNtq"
2023-01-05 08:23:32+00:00,N1infoBG,Delić: Za nizak obuhvat vakcinacije MMR vakcinom krive društvene mreže i lekari https://t.co/TE6QTkXPpp
2023-01-05 08:19:32+00:00,Novimagazin,Delić: Za nizak obuhvat vakcinacije MMR vakcinom krive i društvene mreže i lekari https://t.co/GRcn6CbKXq
2023-01-05 08:10:32+00:00,SrbijaVestiRS,Infektolog Delić: Za nizak obuhvat vakcinacije MMR vakcinom krive i društvene mreže i lekari - https://t.co/sXuq8dEe5B https://t.co/t5NtEkrfta
2023-01-04 20:28:11+00:00,natasavb,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/d9mzTPpRA0 преко корисника @NedeljnikVreme
2023-02-18 08:07:01+00:00,smiljkovic_76,"Јебала вас обавезна вакцинација,да вас јебала и пумпање разноразних епидем..Звали из ДЗ, колегиницу (има бебу од 15 месеци)мала је имала неку бактеријску инфекцију,дуже се лечила,пао јој хемоглобин,црп повишен..Може да се вакцинише нема везе(ММР).И сада има температуру пет дана😡"
2023-02-06 09:20:46+00:00,ZivimZaSrbiju1,"У извештају "" Унапређење рутинске имунизације - допунска имунизација пропуштених годишта ММР вакцином"", пише да током ""надзорних посета Института за јавно здравље Бaтут"", разматрано је ""налажење породице на пријављеној адреси"".
⬇️ https://t.co/BRj3v3n95e"
2023-01-27 09:09:19+00:00,IfX0NsFyHIaZbnm,"@ja_diana_ трајне контраиндикације.
Заразне болести против којих се спроводи обавезна активна имунизација особа одређеног узраста су:
1) туберкулоза;
2) дифтерија;
3) тетанус;
4) полиомијелитис;
5) велики кашаљ;
6) мале богиње;
7) рубеола;
8) заушке;
9) хепатитис Б;
👇"
2023-01-26 19:15:02+00:00,tile111,"@mamasita228 @_225883 И да и нешто што не разумемо или не можемо да објаснимо налазимо оправдање у ММР вакцинама,ја сам прележао из истог разлога али моја деца и унуци немају никаквих промена после вакцинације"
2023-01-25 14:05:24+00:00,RTVojvodine,"Педијатри апелују на вакцинацију ММР-ом и спремни су да родитељима реше све недоумице
https://t.co/Oz4cU5O8aP"
2023-01-23 09:24:58+00:00,RTVojvodine,Обухват имунизације ММР вакцином у Новом Саду једва 25 одсто https://t.co/IqVFDVNZtl #vojvodina #NoviSad #RTVojvodine
2023-01-17 09:29:19+00:00,vkomad1,"@opetimamproblem Да ли знате да је у сред те приче, Тони Блер, тадашњи ПМ, одбио да одговори да ли су његова деца примила ММР? Рекао је да је то ПРИВАТНА ствар, да то није за јавност. Успут у УК вакцинација НИЈЕ обавезна, доста родитеља одбија да вакцинише децу и нико не драми због тога."
2023-01-16 10:42:47+00:00,RoxyAntique,"@kristinna_vel Да е проблемот стварно страшен,кога нема вакцинација веќе требаше да има ехеее умрени ,според твојава логика оти нели живи сме благодарејќи на вакцина ММР😸 (која како кажав, почна да се дава крај на 80тите)"
2023-01-14 15:56:43+00:00,evrotaliban,@baneraicevic Вакцина против туберколозе се прима по рођењу и ту је проценат вакцинације скоро 100% јер се вакцина често прими већ у породилишту. Једина вакцина која са којом код нас постоји проблем је ММР где један значајан број деце није вакцинисан али та вакцина нема везе са туберколозом.
2023-01-14 14:08:56+00:00,AleGo0891,"@Jovana1244 Као што се да видети према вашој табели, последњи пут је имунизација изнад 95% била 2011. године, после тога креће нагли пад (у исто време кад се креће са агендом против ММР вакцина), па је 2015. године већ пала на 85%, а сад је вероватно још горе. И ето, појавиле се морбиле."
2023-01-14 11:54:44+00:00,rtv_kragujevac,"Батут: Мале богиње најчешће зими, решење вакцинација https://t.co/2tRGZ8fYuX"
2023-01-13 16:50:53+00:00,velikiagresor,"@javor_ivanjica Није било нормално да прележимо мале богиње него ""овчије богиње"", односно варичелу. Мале богиње нико није имао јер их није ни било, а за вакцину против тога, туберкулозе, дечије парализе итд се не сећам да те је ико ишта питао него је само ишла цела школа на вакцинацију"
2023-01-13 16:02:57+00:00,AndejevicAndrey,"@Aleksan28227411 Баш си ме почастио комплиментом да сам био ""један од јачих..."". За време Короне, предлагао сам вакцинацију Синофарм вакцином, или ко је могао да дође до ""Чумаков"" вакцине. Остало НЕ. Имао сам релевантне и директне об. податке. Због ММР сам судски прекршајно осуђен."
2023-01-13 15:36:35+00:00,IfX0NsFyHIaZbnm,@RomilBg @baneraicevic @GospodinNebojsa Или си био вакцинисан или су биле овчије. На жалост тек кад буде епидемија људи ће схватити шта су мале богиње. Нисмо их касније добијали или врло ретко због масовне вакцинације. Мој колега рече то исто и ја мо кажем исто. Проверио и биле су рубеоле које подсећају на мале.
2023-01-13 12:51:15+00:00,Diogen23937884,Како је или зашто је битно постићи имунитет од 95%  вакцинацијом ММР-ом само код деце када огромна већина одраслих није примила ову вакцину. О каквом се онда колективном имунитету ту може радити. И ђе ба запело са вакцинацијом здрав.радника? И за њих је ова вакцина обавезна.
2023-01-13 10:58:23+00:00,mamasita228,"@VeraDespotovic @alexaalexandar1 Пробај да се упознаш са ""пар"" педијатара. Има их који су за опрез приликом вакцинације, а нарочито за чекање да дете напуни 3 године да би добило ММР. А календар вакцинације су померили на узраст од 1 године. Зашто? Био је на 2 године, до недавно."
2023-01-13 09:51:23+00:00,Zzzzzeza,Зна ли се каквог удела оне четири спорне лабораторије у Србији имају у поспешивању вакцинације ММР-ом?
2023-01-12 22:00:09+00:00,_artistic_soul,"@MalcolmMcX @Jovana1244 Ствара се лажна епидемија па се врши притисак да се невакцинисана деца вакцинишу ММР вакцином, уз претњу центара за социјални рад.

Док постоје негативне реакције на вакцину треба да постоји СЛОБОДА ИЗБОРА ПРИЛИКОМ ВАКЦИНАЦИЈЕ!!!
Вакцинација мора да буде добровољна као и у ЕУ"
2023-01-12 21:45:31+00:00,Jovana1244,"Такође, уведена имунизација запослених у 
здравственим установама није реализована у потребном обиму и поред обезбеђених ММР доза👇"
2023-01-12 15:47:34+00:00,marcusa38668771,"@trinsisistem @najdanovictam Мале богиње спадају у тзв. дечије болести које се прележе у детињству и прођу без икакве вакцинације.  Туберкулоза је, осим у земљама Трећег света,  практично искорењена побољшањем услова живота а евентуална вакцинација (против бактерија?!) не спречава ""заразу""."
2023-01-12 12:24:23+00:00,_artistic_soul,"(2/2)
... као и да ће се СПРОВЕСТИ њихова вакцинација ММР вакцином.

28.12. 22. тик пред Нову годину, Институт за јавно здравље Батут радио је на ""унапређењу рутинске имунизације"" и као меру предложио укључивање центара за социјални рад у ""унапређењу обухвата ММР вакцином""."
2023-01-03 23:24:30+00:00,IgorJaramaz,"@JelenaZarkovic5 Баш су се све државе прославиле током Ковида и вакцинације.

А није свеједно уз приче о повезаности ММР и аутизма. Чак и лекари стрепе и одлажу до краја / повољног трена ту вакцину."
2023-02-21 14:41:33+00:00,bbcnasrpskom,"Posle Smedereva i Novog Sada, male boginje registrovane su i u Beogradu, virus je otkriven kod bebe uzrasta četiri meseca

Broj obolelih od malih boginja u porastu je širom sveta - zbog čega? Zbog ovih osam mitova 👇

https://t.co/RlzpvQ20XL"
2023-02-21 14:01:00+00:00,Blic_online,"MALE BOGINJE POJAVILE SE I U BEOGRADU ""Batut"": Među obolelima i beba od 4 meseca, ukupan broj zaraženih u Srbiji porastao na 36

https://t.co/yei8t9Dp5J"
2023-02-20 22:10:46+00:00,mirnakaobubica,"I beba od 4 meseca 😡😡😡

Batut: Male boginje registrovane i u Beogradu, u Srbiji dosad 36 obolelih 

https://t.co/ViTq2x7U8M"
2023-02-20 20:53:16+00:00,EuronewsSerbia,"Prvi put od pojave epidemije su male boginje registrovane i u Beogradu
https://t.co/64QPW3lqXK"
2023-02-19 08:58:16+00:00,fanijela,"@RaRZJevtovic Drugarica u Švajcarskoj sin joj ima ona Hrvatica pa to zovu ""kozice"" kaže da je to normalno svake godine neka mini epidemija  sva 3 sina joj preležala i tamo se ne drami. Nisu ucenjeni za školu i vrtić da im deca prime mmr, to se uvaljuje preko korumpiranih vlada sirotinji."
2023-02-12 12:36:21+00:00,n2vesti,Srbiji preti epidemija malih boginja (morbila) – šta su male boginje i koji su uzroci moguće nove epidemije? https://t.co/eoJBKn9P9a преко корисника @n2vesti
2023-02-11 15:20:41+00:00,SlavicaPlavsic,"@DirektnoRS 9.Pojavila se kao posledica jako niskog obuhvata MMR vakcinom, 2017. i 2018. godine, kada je oko 5.800 osoba obolelo, a 15, nažalost, preminulo. Iz istog razloga se u januaru 2023. godine pojavila epidemija morbila, za sada lokalizovana na dva grada: Smederevo i Novi Sad, sa⬇️ https://t.co/610mUQO06z"
2023-02-11 04:06:10+00:00,MrRealno,"@OnlineDanas Brte, koliko si zaglupeo ovaj narod i napravio od njega retarde, imamo ponovo slučajeve tuberkuloze, boginja, raste broj mladih  zaraženih sifilisom...Kapiram dok odete, pojaviće se bubonska kuga, kolera i velike boginje."
2023-02-10 21:40:46+00:00,fanijela,Zasto to samo Kruševac upozorava roditelje da se obustavlja vakcinacija mmr zbog epidemije malih boginja ako postoji opasnost za decu koja se vakcinišu zašto to ne znaju svi.
2023-02-05 22:45:42+00:00,atza_jovicic,"@Branka0505050 @ver_tiffany @joovanica88 Preporucujem citanje one knjige. Iz nje bi se naucilo da su male boginje tek relativno skoro postale ""decja bolest"". Ranije su se epidemije uglavnom javljale kod regruta (posto su se tek tada nalazili u vecim kolektivima). U to doba nije bilo vrtica. Tek kasnije postaju ""decje"""
2023-02-05 18:30:48+00:00,gamdoo,"@AlbaGreaca @JohnMcClaneSerb Naravno da nisu generacije pre 1970. preležale male boginje, jer se nisu stalno ponavljale epidemije. I danas godišnje oboli 30 miliona, umre 1 milion, a oko 60.000 ostane slepo. Kapiram ja da je lako lupetati avax gluposti, ali brojevi ne lažu"
2023-02-05 11:25:38+00:00,joovanica88,"Dete iz Novog Sada koje nije vakcinisano iz medicinskih razloga protiv morbila se leči trenutno u UDK.
To dete, nažalost, ima i ozbiljne komorbiditete.

Obuhvat MMR vakcinom u NS je samo 25%.

Da ima kolektivnog imuniteta ovo dete koje nije smelo da primi vakcinu ne bi obolelo."
2023-02-05 10:55:17+00:00,Tvzonaplus,"U NIŠU POVEĆANO INTERESOVANJE ZA MMR VAKCINU - https://t.co/W80IAvQlGh - Do 3. februara u Srbiji je registrovano 26 obolelih od malih boginja. Dvadeset pet slučajeva zabeleženo je u Smederevu, a jedan je potvrđen коd nеvакcinisаnog devetogodišnjeg deteta iz Nоvоg Sаdа. 

U N... https://t.co/ueb3Lr37uu"
2023-02-03 21:02:10+00:00,verci58,@plandemiolog_ Za varicele ili ovčije boginje nema vakcine i one se lako prebole. Ali da ne bi došlo do epidemije mora 95%populacije biti vakcinisano. Zaraženi može ubiti nečije malo dete. Mada znam da dzabe pišem https://t.co/8Vn05mp4TT
2023-02-03 13:05:06+00:00,Deda07275091,"2020. i 2021. godine u Srbiji su registrovane najniže vrednosti obuhvata MMR vakcinom u poslednjih 20 godina. U poslednjoj epidemiji malih boginja u Srbiji, tokom 2017. i 18. godine registrovano oko 5.800 obolelih, od kojih je 93% bilo nevakcinisano ili nepotpuno vakcinisano."
2023-02-03 12:37:37+00:00,N1infoBG,"Male boginje i u Novom Sadu, ukupno 25 obolelih https://t.co/VjR4B8D1HQ"
2023-01-31 08:53:07+00:00,Blic_online,"Broj zaraženih malim boginjama u Srbiji svakodnevno raste, a na epidemiju ove bolesti lekari već godinama upozoravaju zbog najnižeg obuhvata MMR vakcinom u prethodnih 20 godina!

https://t.co/dkNGfNAKOa"
2023-01-30 14:48:17+00:00,RSE_Balkan,"Smederevo je postalo žarište malih boginja (morbila) u Srbiji.

Sedamdeset kilometara istočno od Beograda proglašena je epidemija, a do 27. januara registrovano je 18 obolelih. Većina nije primila MMR vakcinu koja štiti od te bolesti. https://t.co/At9yd9IDZX"
2023-01-26 23:21:16+00:00,fanijela,"@dokolenko Upravo sam se čula sa drugaricom iz Svajcerske. Kući u izolaciji sin 2 g ima ""vodene kozice"" (ovčje boginje). Tamo zpog epidemije malo idu u školu i vrtić malo ne. Kaže da je to tamo normalno i da svake treće godine se pojave. Pre 2 god joj ležala 2 starija sina. Ovde idioti lažu"
2023-01-25 07:04:05+00:00,djolegsx,"@nemanjam0411 @keletova Homosu zarazeni jesi se pelcovao za majmunske boginje, nesto si ubledeo !"
2023-01-24 17:52:47+00:00,Insajder_net,Pedijatar prof. dr Jelena Vojinović objašnjava za Insajder da je na porast zaraženih malim boginjama u Srbiji značajno uticao pad broja vakcinisane dece MMR vakcinom https://t.co/FYKdaY0HPs
2023-01-24 16:05:01+00:00,kravicamuuu,"@bora85 Pa do '80. i neke se primala jedna
Muž i ja smo '81. vadili smo IgG antitela ja imam preko granice on nema uopšte, pa je primio MMR
Znam da je i dalje savet, ako krene epidemija da se svi oko trudnice vakcinišu da bi nju zaštitili"
2023-01-24 08:21:41+00:00,amaterkam,"U Smederevu zaraženo 14 osoba sa malim boginjama i nijedna osoba nije vakcinisana MMR vakcinom, svaka čast roditeljima 👏"
2023-01-23 18:56:15+00:00,PraviUgao,"Veza MMR vakcine i autizma je naučno opovrgnuta. U Smederevu je epidemija malih boginja, obolelo je 14 ljudi, 9 dece. Vakcina MMR je posebno važna za dečake jer bolesti kao zauške dovode do steriliteta, dr Danica Grujičić, ministarka zdravlja 
https://t.co/8NYSYJzXPl"
2023-01-22 21:31:21+00:00,Nakostresen1,"@BabaStamena Sta vam nije jasno?Imam prijatelja  cije je dete obolelo od autizama posle mmr vakcine.Nije vam dovoljno sto ljudi imaju velike zdravstvene probleme posle fajzera za kovid?Umiru,zgrusava im se krv,otkazuju organi...Kome treba zdrav covek?Farmaciji ne treba,nema koristi."
2023-01-22 09:20:18+00:00,natasavb,"@SaaMilovanovi3 @chedana2 To su bili pojedinačni slučajevi dece koja nisu vakcinisana, kao što ja nisam bila, pa sam ih imala. Sada nam preti epidemija i to je ogromna razlika.
Ono što sam sigurna je da veoma često mešaju male i ovčje boginje i ne shvataju opasnost malih boginja."
2023-01-22 01:31:33+00:00,CecaDr,"@V_MadnessMaster Ja primila MMR  2019. Kad je izbila epidemija, vadili nam krv(zdr.radnicima) ko nema At da se imunizije, ja jedva dočekala. I evo nisam živa 🤔😅"
2023-01-21 12:01:02+00:00,TRTBalkanBHSC,"Početkom ove godine alarmirane su sve službe u Crnoj Gori zbog straha od epidemije malih boginja u toj balkanskoj zemlji, ponajviše zbog toga što je mali broj djece vakcinisan vakcinom koja štiti od ospica, zaušnjaka i rubeole (MMR). 

#Balkan #maleboginje #vakcine #djeca"
2023-01-20 19:29:10+00:00,OnlineDanas,"Đerlek: Proveravamo celu vakcinalnu kartoteku na teritoriji Srbije, od 12 obolelih od malih boginja, devet nije primilo MMR vakcinu https://t.co/S8Yl0LvGb3"
2023-01-19 19:33:31+00:00,Novimagazin,"Iz nedeljnika #NoviMagazin

Izbegavanje MMR vakcine: Epidemija malih boginja na pragu ---
https://t.co/olmOrNGq5d https://t.co/nkUOL5RT6V"
2023-01-18 22:35:28+00:00,majka1956,"U Smederevu dvanaest mališana obolelo od Morbila.
Šestoro je vakcinisano a šestoro nije.
MMR
Molim vaksere da mi objasne."
2023-01-18 10:51:30+00:00,OnlineDanas,"Preti epidemija morbila: Alarmantno u Novom Sadu jer je najmanje dece primilo MMR vakcinu
https://t.co/MHbjEDq3Ij"
2023-01-17 13:12:53+00:00,Tvzonaplus,"APEL SLD: ZAŠTITE DECU MMR VAKCINOM, SRBIJA NA PRAGU EPIDEMIJE - https://t.co/ARkMLHKncj - Srpsko lekarsko društvo apelovalo je na roditelje koji decu nisu zaštili MMR vakcinom da to bez oklevanja i što pre učine ukazujući na to da se Srbija, zbog drastičnog pada primene te va... https://t.co/WZ57mSDL5H"
